Start: 10/09/2018,Milton / University,15 min 20 s
8:36:27 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,4/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 10/09/2018,Tupper / du Fort,
8:51:47 PM,,
Start: 10/09/2018,Métro Université de Montréal,20 min 15 s
10:26:03 AM,,
End: 10/09/2018,University / Prince-Arthur,
10:46:18 AM,,
Start: 10/05/2018,de Maisonneuve / Robert-Bourassa,11 min 24 s
7:06:52 PM,,
End: 10/05/2018,Tupper / du Fort,
7:18:16 PM,,
Start: 10/05/2018,Ste-Catherine / St-Marc,8 min 54 s
10:08:26 AM,,
End: 10/05/2018,de Maisonneuve / Robert-Bourassa,
10:17:20 AM,,
Start: 10/04/2018,Tupper / du Fort,13 min 4 s
10:35:19 AM,,
End: 10/04/2018,Milton / University,
10:48:23 AM,,
Start: 10/03/2018,du President-Kennedy / Robert Bourassa,10 min 14 s
4:38:43 PM,,
End: 10/03/2018,Tupper / du Fort,
4:48:57 PM,,
Start: 10/03/2018,University / Prince-Arthur,3 min 6 s
4:34:16 PM,,
End: 10/03/2018,du President-Kennedy / Robert Bourassa,
4:37:22 PM,,
Start: 10/03/2018,St-Mathieu /Ste-Catherine,14 min 51 s
8:45:29 AM,,
End: 10/03/2018,University / Prince-Arthur,
9:00:20 AM,,
Start: 10/02/2018,University / Prince-Arthur,14 min 19 s
8:06:52 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,5/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 10/02/2018,Tupper / du Fort,
8:21:11 PM,,
Start: 10/02/2018,St-Mathieu /Ste-Catherine,11 min 57 s
10:39:29 AM,,
End: 10/02/2018,Milton / University,
10:51:26 AM,,
Start: 10/01/2018,Tupper / du Fort,10 min 16 s
11:06:30 AM,,
End: 10/01/2018,du President-Kennedy / Robert Bourassa,
11:16:46 AM,,
Start: 09/22/2018,de la Commune / St-Sulpice,20 min 23 s
1:25:02 PM,,
End: 09/22/2018,Métro Lionel-Groulx (Atwater / Lionel-Groulx),
1:45:25 PM,,
Start: 09/22/2018,Atwater / Greene,16 min 29 s
12:05:50 PM,,
End: 09/22/2018,de la Commune / King,
12:22:19 PM,,
Start: 09/22/2018,Métro Atwater (Atwater / Ste-Catherine),14 min 14 s
11:50:06 AM,,
End: 09/22/2018,Atwater / Greene,
12:04:20 PM,,
Start: 09/20/2018,Tupper / du Fort,3 min 14 s
7:54:06 PM,,
End: 09/20/2018,Ste-Catherine / St-Marc,
7:57:20 PM,,
Start: 09/20/2018,Ste-Catherine / St-Marc,10 min 51 s
9:24:40 AM,,
End: 09/20/2018,Union / du Président-Kennedy,
9:35:31 AM,,
Start: 09/20/2018,Milton / University,12 min 39 s
2:10:42 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,6/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/20/2018,Tupper / du Fort,
2:23:21 AM,,
Start: 09/19/2018,Mackay / de Maisonneuve,8 min 59 s
12:00:31 PM,,
End: 09/19/2018,Milton / University,
12:09:30 PM,,
Start: 09/19/2018,Tupper / du Fort,4 min 16 s
11:55:10 AM,,
End: 09/19/2018,Mackay / de Maisonneuve,
11:59:26 AM,,
Start: 09/18/2018,Milton / University,9 min 36 s
4:56:28 PM,,
End: 09/18/2018,de la Cathédrale / René-Lévesque,
5:06:04 PM,,
Start: 09/18/2018,Tupper / du Fort,11 min 38 s
8:42:31 AM,,
End: 09/18/2018,du President-Kennedy / Robert Bourassa,
8:54:09 AM,,
Start: 09/17/2018,Ste-Catherine / St-Marc,11 min 58 s
10:31:54 AM,,
End: 09/17/2018,Milton / University,
10:43:52 AM,,
Start: 09/16/2018,Marché Atwater,35 min 49 s
12:32:19 PM,,
End: 09/16/2018,Marché Atwater,
1:08:08 PM,,
Start: 09/16/2018,Métro Atwater (Atwater / Ste-Catherine),8 min 6 s
12:21:09 PM,,
End: 09/16/2018,Atwater / Greene,
12:29:15 PM,,
Start: 09/15/2018,Roy / St-Laurent,9 min 2 s
5:33:04 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,7/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/15/2018,Rachel / de Brébeuf,
5:42:06 PM,,
Start: 09/15/2018,Parc Jeanne Mance (monument à sir George-,5 min 51 s
12:10:25 AM,Étienne Cartier),
End: 09/15/2018,Guilbault / Clark,
12:16:16 AM,,
Start: 09/13/2018,Tupper / du Fort,12 min 26 s
8:15:57 AM,,
End: 09/13/2018,Milton / University,
8:28:23 AM,,
Start: 09/12/2018,University / Prince-Arthur,14 min 9 s
5:59:53 PM,,
End: 09/12/2018,Tupper / du Fort,
6:14:02 PM,,
Start: 09/12/2018,Métro Atwater (Atwater / Ste-Catherine),15 min 59 s
9:54:58 AM,,
End: 09/12/2018,Milton / University,
10:10:57 AM,,
Start: 09/11/2018,University / Prince-Arthur,14 min 13 s
5:20:54 PM,,
End: 09/11/2018,Tupper / du Fort,
5:35:07 PM,,
Start: 09/11/2018,Tupper / du Fort,12 min 12 s
9:20:07 AM,,
End: 09/11/2018,Milton / University,
9:32:19 AM,,
Start: 09/10/2018,Tupper / du Fort,10 min 17 s
10:42:32 AM,,
End: 09/10/2018,du President-Kennedy / Robert Bourassa,
10:52:49 AM,,
Start: 09/09/2018,St-Mathieu /Ste-Catherine,2 min 31 s
9:47:18 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,8/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/09/2018,Tupper / du Fort,
9:49:49 PM,,
Start: 09/08/2018,Drolet / Laurier,7 min 20 s
10:57:01 PM,,
End: 09/08/2018,de Mentana / Rachel,
11:04:21 PM,,
Start: 09/07/2018,St-Dominique / Napoléon,20 min 58 s
7:59:30 PM,,
End: 09/07/2018,Tupper / du Fort,
8:20:28 PM,,
Start: 09/07/2018,Tupper / du Fort,12 min 38 s
10:28:37 AM,,
End: 09/07/2018,Milton / University,
10:41:15 AM,,
Start: 09/05/2018,University / Prince-Arthur,15 min 51 s
6:32:02 PM,,
End: 09/05/2018,Tupper / du Fort,
6:47:53 PM,,
Start: 09/05/2018,Métro Atwater (Atwater / Ste-Catherine),15 min 15 s
9:19:51 AM,,
End: 09/05/2018,Milton / University,
9:35:06 AM,,
Start: 09/04/2018,St-Mathieu /Ste-Catherine,2 min 32 s
2:29:15 PM,,
End: 09/04/2018,Tupper / du Fort,
2:31:47 PM,,
Start: 09/04/2018,Métro Atwater (Atwater / Ste-Catherine),16 min 33 s
9:39:35 AM,,
End: 09/04/2018,Milton / University,
9:56:08 AM,,
Start: 09/03/2018,Tupper / du Fort,2 min 41 s
7:54:48 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,9/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/03/2018,St-Mathieu /Ste-Catherine,
7:57:29 PM,,
Start: 08/30/2018,de Maisonneuve/ Mans eld (est),8 min 59 s
6:29:11 PM,,
End: 08/30/2018,Ste-Catherine / St-Marc,
6:38:10 PM,,
Start: 08/30/2018,Tupper / du Fort,10 min 53 s
1:31:40 PM,,
End: 08/30/2018,du President-Kennedy / Robert Bourassa,
1:42:33 PM,,
Start: 08/29/2018,University / Prince-Arthur,15 min 40 s
7:07:12 PM,,
End: 08/29/2018,Tupper / du Fort,
7:22:52 PM,,
Start: 08/29/2018,Ste-Catherine / St-Marc,12 min 14 s
12:59:06 PM,,
End: 08/29/2018,Milton / University,
1:11:20 PM,,
Start: 08/27/2018,University / Prince-Arthur,3 min 16 s
3:24:54 PM,,
End: 08/27/2018,du President-Kennedy / Robert Bourassa,
3:28:10 PM,,
Start: 08/27/2018,Tupper / du Fort,11 min 33 s
12:39:41 PM,,
End: 08/27/2018,du President-Kennedy / Robert Bourassa,
12:51:14 PM,,
Start: 08/26/2018,St-Dominique / Napoléon,10 min 53 s
2:02:11 PM,,
End: 08/26/2018,de Maisonneuve / Aylmer,
2:13:04 PM,,
Start: 08/25/2018,Laval / Rachel,26 min 20 s
10:44:10 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,10/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/25/2018,Tupper / du Fort,
11:10:30 PM,,
Start: 08/24/2018,Métro Côte-des-Neiges (Jean-Brillant / de la,35 min 30 s
4:03:18 PM,Côte-des-Neiges),
End: 08/24/2018,Métro Atwater (Atwater / Ste-Catherine),
4:38:48 PM,,
Start: 08/24/2018,Métro Université de Montréal,10 min 38 s
2:02:25 PM,,
End: 08/24/2018,Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-,
2:13:03 PM,Neiges),
Start: 08/23/2018,University / Prince-Arthur,13 min 38 s
8:49:37 PM,,
End: 08/23/2018,Tupper / du Fort,
9:03:15 PM,,
Start: 08/23/2018,Métro Atwater (Atwater / Ste-Catherine),14 min 14 s
8:58:34 AM,,
End: 08/23/2018,Milton / University,
9:12:48 AM,,
Start: 08/22/2018,University / Prince-Arthur,11 min 7 s
5:53:45 PM,,
End: 08/22/2018,Parc de Bullion (de Bullion / Prince-Arthur),
6:04:52 PM,,
Start: 08/22/2018,Métro Atwater (Atwater / Ste-Catherine),15 min 53 s
12:38:58 PM,,
End: 08/22/2018,Milton / University,
12:54:51 PM,,
Start: 08/20/2018,University / Prince-Arthur,14 min 53 s
5:06:38 PM,,
End: 08/20/2018,Tupper / du Fort,
5:21:31 PM,,
Start: 08/20/2018,Métro Atwater (Atwater / Ste-Catherine),14 min 59 s
10:26:18 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,11/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/20/2018,Milton / University,
10:41:17 AM,,
Start: 08/19/2018,Parc Jeanne Mance (monument à sir George-,7 min 35 s
7:23:40 PM,Étienne Cartier),
End: 08/19/2018,de l'Esplanade / Fairmount,
7:31:15 PM,,
Start: 08/18/2018,Métro Place St-Henri (St-Ferdinand / St-,5 min 23 s
4:30:53 PM,Jacques),
End: 08/18/2018,Greene / Workman,
4:36:16 PM,,
Start: 08/18/2018,Métro Atwater (Atwater / Ste-Catherine),9 min 15 s
3:32:18 PM,,
End: 08/18/2018,Métro Place St-Henri (St-Ferdinand / St-Jacques),
3:41:33 PM,,
Start: 08/17/2018,Métro Atwater (Atwater / Ste-Catherine),11 min 29 s
11:05:33 AM,,
End: 08/17/2018,du President-Kennedy / Robert Bourassa,
11:17:02 AM,,
Start: 08/16/2018,Métro Atwater (Atwater / Ste-Catherine),13 min 25 s
10:19:51 AM,,
End: 08/16/2018,de Maisonneuve / Robert-Bourassa,
10:33:16 AM,,
Start: 08/15/2018,University / Prince-Arthur,15 min 42 s
6:27:41 PM,,
End: 08/15/2018,Tupper / du Fort,
6:43:23 PM,,
Start: 08/15/2018,Métro Atwater (Atwater / Ste-Catherine),14 min 48 s
10:44:31 AM,,
End: 08/15/2018,Milton / University,
10:59:19 AM,,
Start: 08/14/2018,Métro Atwater (Atwater / Ste-Catherine),15 min 19 s
11:06:08 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,12/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/14/2018,Milton / University,
11:21:27 AM,,
Start: 08/13/2018,Métro Atwater (Atwater / Ste-Catherine),8 min 3 s
8:37:44 PM,,
End: 08/13/2018,Atwater / Greene,
8:45:47 PM,,
Start: 08/10/2018,University / Prince-Arthur,13 min 55 s
4:51:20 PM,,
End: 08/10/2018,Tupper / du Fort,
5:05:15 PM,,
Start: 08/10/2018,Tupper / du Fort,12 min 14 s
10:17:04 AM,,
End: 08/10/2018,Milton / University,
10:29:18 AM,,
Start: 08/09/2018,University / Prince-Arthur,6 min 9 s
7:11:35 PM,,
End: 08/09/2018,Métro Peel (de Maisonneuve / Stanley),
7:17:44 PM,,
Start: 08/09/2018,Métro Atwater (Atwater / Ste-Catherine),12 min 38 s
9:19:16 AM,,
End: 08/09/2018,Milton / University,
9:31:54 AM,,
Start: 08/08/2018,University / Prince-Arthur,15 min 41 s
4:09:52 PM,,
End: 08/08/2018,Tupper / du Fort,
4:25:33 PM,,
Start: 08/08/2018,Tupper / du Fort,11 min 30 s
10:47:28 AM,,
End: 08/08/2018,Milton / University,
10:58:58 AM,,
Start: 08/07/2018,Aylmer / Prince-Arthur,16 min 29 s
7:04:28 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,13/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/07/2018,Chomedey / de Maisonneuve,
7:20:57 PM,,
Start: 08/07/2018,University / Prince-Arthur,3 min 6 s
1:27:58 PM,,
End: 08/07/2018,du President-Kennedy / Robert Bourassa,
1:31:04 PM,,
Start: 08/07/2018,Métro Atwater (Atwater / Ste-Catherine),14 min 55 s
10:12:45 AM,,
End: 08/07/2018,Milton / University,
10:27:40 AM,,
Start: 08/06/2018,University / Prince-Arthur,14 min 14 s
5:07:18 PM,,
End: 08/06/2018,Tupper / du Fort,
5:21:32 PM,,
Start: 08/06/2018,Métro Atwater (Atwater / Ste-Catherine),13 min 57 s
10:50:58 AM,,
End: 08/06/2018,Milton / University,
11:04:55 AM,,
Start: 08/04/2018,Métro Atwater (Atwater / Ste-Catherine),26 min 37 s
7:34:07 PM,,
End: 08/04/2018,de la Commune / St-Sulpice,
8:00:44 PM,,
Start: 08/04/2018,Tupper / du Fort,5 min 36 s
7:27:24 PM,,
End: 08/04/2018,Métro Atwater (Atwater / Ste-Catherine),
7:33:00 PM,,
Start: 08/03/2018,University / Prince-Arthur,3 min 37 s
5:37:26 PM,,
End: 08/03/2018,Union / du Président-Kennedy,
5:41:03 PM,,
Start: 08/03/2018,Tupper / du Fort,11 min 14 s
9:44:35 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,14/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/03/2018,du President-Kennedy / Robert Bourassa,
9:55:49 AM,,
Start: 08/02/2018,University / Prince-Arthur,11 min 28 s
4:42:32 PM,,
End: 08/02/2018,Notre-Dame / Peel,
4:54:00 PM,,
Start: 08/02/2018,Tupper / du Fort,12 min 26 s
11:03:38 AM,,
End: 08/02/2018,Milton / University,
11:16:04 AM,,
Start: 08/01/2018,University / Prince-Arthur,14 min 53 s
6:10:48 PM,,
End: 08/01/2018,Tupper / du Fort,
6:25:41 PM,,
Start: 08/01/2018,Métro Atwater (Atwater / Ste-Catherine),13 min 18 s
11:18:29 AM,,
End: 08/01/2018,du President-Kennedy / Robert Bourassa,
11:31:47 AM,,
Start: 07/31/2018,Tupper / du Fort,7 min 38 s
9:40:37 AM,,
End: 07/31/2018,Métro Peel (de Maisonneuve / Stanley),
9:48:15 AM,,
Start: 07/30/2018,University / Prince-Arthur,16 min 59 s
5:40:48 PM,,
End: 07/30/2018,Tupper / du Fort,
5:57:47 PM,,
Start: 07/30/2018,Tupper / du Fort,10 min 31 s
11:09:19 AM,,
End: 07/30/2018,du President-Kennedy / Robert Bourassa,
11:19:50 AM,,
Start: 07/30/2018,Tupper / du Fort,0 min 17 s
11:08:42 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,15/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 07/30/2018,Tupper / du Fort,
11:08:59 AM,,
Start: 07/29/2018,de Mentana / Rachel,34 min 27 s
10:10:56 PM,,
End: 07/29/2018,Métro Atwater (Atwater / Ste-Catherine),
10:45:23 PM,,
Start: 07/27/2018,Stanley / du Docteur-Pen eld,11 min 53 s
5:51:19 PM,,
End: 07/27/2018,Chomedey / de Maisonneuve,
6:03:12 PM,,
Start: 07/26/2018,de Maisonneuve / Robert-Bourassa,12 min 24 s
6:16:57 PM,,
End: 07/26/2018,Tupper / du Fort,
6:29:21 PM,,
Start: 07/26/2018,de Maisonneuve / Robert-Bourassa,0 min 42 s
6:14:08 PM,,
End: 07/26/2018,de Maisonneuve / Robert-Bourassa,
6:14:50 PM,,
Start: 07/26/2018,University / Prince-Arthur,5 min 43 s
5:59:44 PM,,
End: 07/26/2018,de Maisonneuve / Robert-Bourassa,
6:05:27 PM,,
Start: 07/26/2018,University / Prince-Arthur,4 min 25 s
4:24:59 PM,,
End: 07/26/2018,de Maisonneuve / Robert-Bourassa,
4:29:24 PM,,
Start: 07/26/2018,Tupper / du Fort,12 min 55 s
9:20:53 AM,,
End: 07/26/2018,Milton / University,
9:33:48 AM,,
Start: 07/25/2018,Tupper / du Fort,12 min 10 s
8:10:23 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,16/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 07/25/2018,du President-Kennedy / Robert Bourassa,
8:22:33 AM,,
Start: 07/24/2018,Tupper / du Fort,11 min 19 s
11:53:33 AM,,
End: 07/24/2018,de Maisonneuve / Robert-Bourassa,
12:04:52 PM,,
Start: 07/23/2018,University / Prince-Arthur,14 min 7 s
5:46:03 PM,,
End: 07/23/2018,Tupper / du Fort,
6:00:10 PM,,
Start: 07/23/2018,Tupper / du Fort,10 min 46 s
11:51:07 AM,,
End: 07/23/2018,du President-Kennedy / Robert Bourassa,
12:01:53 PM,,
Start: 07/22/2018,de Bullion / St-Joseph,29 min 26 s
12:43:56 AM,,
End: 07/22/2018,Métro Atwater (Atwater / Ste-Catherine),
1:13:22 AM,,
Start: 07/17/2018,St-Mathieu /Ste-Catherine,2 min 59 s
5:39:15 PM,,
End: 07/17/2018,Tupper / du Fort,
5:42:14 PM,,
Start: 07/16/2018,University / Prince-Arthur,13 min 51 s
6:00:20 PM,,
End: 07/16/2018,Tupper / du Fort,
6:14:11 PM,,
Start: 07/16/2018,Chomedey / de Maisonneuve,12 min 44 s
8:53:40 AM,,
End: 07/16/2018,du President-Kennedy / Robert Bourassa,
9:06:24 AM,,
Start: 07/16/2018,Métro Atwater (Atwater / Ste-Catherine),4 min 36 s
8:47:54 AM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,17/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 07/16/2018,Chomedey / de Maisonneuve,
8:52:30 AM,,
Start: 07/15/2018,Métro Atwater (Atwater / Ste-Catherine),28 min 0 s
2:14:03 AM,,
End: 07/15/2018,Métro Atwater (Atwater / Ste-Catherine),
2:42:03 AM,,
Start: 07/13/2018,Tupper / du Fort,31 min 26 s
4:52:27 PM,,
End: 07/13/2018,Bourgeoys / Favard,
5:23:53 PM,,
Start: 07/12/2018,University / Prince-Arthur,20 min 38 s
6:21:55 PM,,
End: 07/12/2018,de Maisonneuve / Greene,
6:42:33 PM,,
Start: 07/12/2018,Métro Atwater (Atwater / Ste-Catherine),14 min 45 s
9:10:00 AM,,
End: 07/12/2018,Milton / University,
9:24:45 AM,,
Start: 07/11/2018,Milton / Durocher,15 min 50 s
9:27:08 PM,,
End: 07/11/2018,Tupper / du Fort,
9:42:58 PM,,
Start: 07/11/2018,de l'Esplanade / Fairmount,16 min 22 s
7:47:49 PM,,
End: 07/11/2018,Milton / University,
8:04:11 PM,,
Start: 07/11/2018,Métro Atwater (Atwater / Ste-Catherine),13 min 35 s
10:47:04 AM,,
End: 07/11/2018,du President-Kennedy / Robert Bourassa,
11:00:39 AM,,
Start: 07/10/2018,University / Prince-Arthur,14 min 57 s
4:31:39 PM,,
https://secure.bixi.com/proﬁle/trips/ZSP8QAFV-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,18/23
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 07/10/2018,Tupper / du Fort,
4:46:36 PM,,
Start: 07/10/2018,Tupper / du Fort,15 min 27 s
9:55:15 AM,,
End: 07/10/2018,Milton / Durocher,
10:10:42 AM,,
Start: 07/09/2018,University / Prince-Arthur,13 min 50 s
5:44:00 PM,,
End: 07/09/2018,Tupper / du Fort,
5:57:50 PM,,
Start: 07/09/2018,Métro Atwater (Atwater / Ste-Catherine),18 min 23 s
9:45:30 AM,,
End: 07/09/2018,University / Prince-Arthur,
10:03:53 AM,,
Start: 06/13/2018,Parc Jeanne Mance (monument à sir George-,3 min 0 s
6:16:38 PM,Étienne Cartier),
End: 06/13/2018,St-Dominique / Rachel,
6:19:38 PM,,
Start: 06/13/2018,Milton / University,4 min 13 s
6:06:31 PM,,
End: 06/13/2018,Milton / du Parc,
6:10:44 PM,,
Start: 06/13/2018,University / Prince-Arthur,6 min 2 s
12:37:42 PM,,
End: 06/13/2018,de Maisonneuve / Aylmer,
12:43:44 PM,,
