https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,4/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 10/21/2018,St-André / Laurier,
10:33:34 PM,,
Start: 10/21/2018,de Mentana / Laurier,5 min 39 s
8:43:17 PM,,
End: 10/21/2018,Rivard / Rachel,
8:48:56 PM,,
Start: 10/21/2018,Place Jean-Paul Riopelle (Viger / de Bleury),10 min 2 s
6:06:22 PM,,
End: 10/21/2018,Crescent / de Maisonneuve,
6:16:24 PM,,
Start: 10/21/2018,de la Montagne / Sherbrooke,9 min 55 s
1:26:56 PM,,
End: 10/21/2018,St-Urbain / René-Lévesque,
1:36:51 PM,,
Start: 10/21/2018,Roy / St-Denis,15 min 52 s
12:58:31 PM,,
End: 10/21/2018,de la Montagne / Sherbrooke,
1:14:23 PM,,
Start: 10/21/2018,Milton / University,7 min 5 s
12:44:50 PM,,
End: 10/21/2018,Roy / St-Denis,
12:51:55 PM,,
Start: 10/20/2018,Prince-Arthur / du Parc,7 min 11 s
5:38:00 PM,,
End: 10/20/2018,de la Montagne / Sherbrooke,
5:45:11 PM,,
Start: 10/20/2018,Roy / St-Denis,8 min 35 s
5:17:51 PM,,
End: 10/20/2018,Prince-Arthur / du Parc,
5:26:26 PM,,
Start: 10/20/2018,Milton / University,10 min 27 s
4:48:47 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,5/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 10/20/2018,Roy / St-Denis,
4:59:14 PM,,
Start: 10/20/2018,Métro Côte-des-Neiges (Jean-Brillant / de la,26 min 12 s
2:40:02 PM,Côte-des-Neiges),
End: 10/20/2018,Milton / University,
3:06:14 PM,,
Start: 10/20/2018,St-André / Laurier,22 min 25 s
12:51:06 AM,,
End: 10/20/2018,de la Montagne / Sherbrooke,
1:13:31 AM,,
Start: 10/19/2018,de la Montagne / Sherbrooke,21 min 48 s
7:36:42 PM,,
End: 10/19/2018,St-André / Laurier,
7:58:30 PM,,
Start: 10/18/2018,Gauvin / Notre-Dame,11 min 43 s
5:15:52 PM,,
End: 10/18/2018,de Maisonneuve / Robert-Bourassa,
5:27:35 PM,,
Start: 10/18/2018,Milton / University,22 min 12 s
4:03:24 PM,,
End: 10/18/2018,de la Commune / King,
4:25:36 PM,,
Start: 10/13/2018,Duluth / St-Laurent,9 min 18 s
1:52:51 AM,,
End: 10/13/2018,McTavish / Sherbrooke,
2:02:09 AM,,
Start: 10/12/2018,Clark / Prince-Arthur,6 min 13 s
8:58:24 PM,,
End: 10/12/2018,Duluth / St-Laurent,
9:04:37 PM,,
Start: 10/11/2018,Mans eld / Sherbrooke,3 min 52 s
6:36:56 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,6/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 10/11/2018,Mackay / de Maisonneuve,
6:40:48 PM,,
Start: 10/10/2018,de l'Esplanade / Duluth,4 min 28 s
11:33:34 PM,,
End: 10/10/2018,Milton / University,
11:38:02 PM,,
Start: 10/10/2018,Parc Jeanne Mance (monument à sir George-,1 min 34 s
9:01:00 PM,Étienne Cartier),
End: 10/10/2018,de l'Esplanade / Duluth,
9:02:34 PM,,
Start: 10/09/2018,de Mentana / Laurier,25 min 36 s
10:23:55 PM,,
End: 10/09/2018,Crescent / de Maisonneuve,
10:49:31 PM,,
Start: 10/03/2018,Prince-Arthur / du Parc,13 min 3 s
6:09:05 PM,,
End: 10/03/2018,Crescent / de Maisonneuve,
6:22:08 PM,,
Start: 10/03/2018,St-Alexandre / Ste-Catherine,6 min 46 s
5:27:44 PM,,
End: 10/03/2018,Milton / du Parc,
5:34:30 PM,,
Start: 10/03/2018,de Maisonneuve / Greene,7 min 22 s
11:15:58 AM,,
End: 10/03/2018,Mackay / de Maisonneuve,
11:23:20 AM,,
Start: 10/03/2018,Crescent / de Maisonneuve,7 min 1 s
10:35:34 AM,,
End: 10/03/2018,de Maisonneuve / Greene,
10:42:35 AM,,
Start: 10/02/2018,Milton / du Parc,2 min 19 s
8:14:25 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,7/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 10/02/2018,Milton / University,
8:16:44 PM,,
Start: 10/01/2018,Mans eld / Sherbrooke,4 min 33 s
8:48:44 PM,,
End: 10/01/2018,Mackay / de Maisonneuve,
8:53:17 PM,,
Start: 09/30/2018,St-André / Laurier,1 min 32 s
11:53:40 PM,,
End: 09/30/2018,Métro Laurier (Rivard / Laurier),
11:55:12 PM,,
Start: 09/30/2018,Crescent / de Maisonneuve,24 min 18 s
7:44:56 PM,,
End: 09/30/2018,St-André / Laurier,
8:09:14 PM,,
Start: 09/29/2018,de Mentana / Laurier,21 min 6 s
9:52:03 PM,,
End: 09/29/2018,Milton / University,
10:13:09 PM,,
Start: 09/29/2018,Casgrain / St-Viateur,8 min 23 s
4:57:44 PM,,
End: 09/29/2018,de Brébeuf / Laurier,
5:06:07 PM,,
Start: 09/29/2018,Milton / University,15 min 57 s
2:36:23 PM,,
End: 09/29/2018,Casgrain / St-Viateur,
2:52:20 PM,,
Start: 09/29/2018,St-Alexandre / Ste-Catherine,7 min 1 s
12:54:43 PM,,
End: 09/29/2018,Milton / University,
1:01:44 PM,,
Start: 09/29/2018,Crescent / de Maisonneuve,7 min 42 s
12:40:33 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,8/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/29/2018,St-Alexandre / Ste-Catherine,
12:48:15 PM,,
Start: 09/28/2018,Crescent / de Maisonneuve,7 min 34 s
1:13:25 PM,,
End: 09/28/2018,Prince-Arthur / du Parc,
1:20:59 PM,,
Start: 09/26/2018,Mans eld / Sherbrooke,3 min 26 s
8:10:34 PM,,
End: 09/26/2018,Crescent / de Maisonneuve,
8:14:00 PM,,
Start: 09/24/2018,Milton / University,2 min 8 s
6:48:38 PM,,
End: 09/24/2018,Milton / du Parc,
6:50:46 PM,,
Start: 09/23/2018,de Mentana / Laurier,22 min 7 s
10:53:50 PM,,
End: 09/23/2018,Crescent / de Maisonneuve,
11:15:57 PM,,
Start: 09/23/2018,Prince-Arthur / du Parc,15 min 0 s
7:00:10 PM,,
End: 09/23/2018,de Mentana / Laurier,
7:15:10 PM,,
Start: 09/23/2018,Drummond / de Maisonneuve,8 min 9 s
6:45:53 PM,,
End: 09/23/2018,Prince-Arthur / du Parc,
6:54:02 PM,,
Start: 09/23/2018,Chomedey / de Maisonneuve,6 min 22 s
5:52:42 PM,,
End: 09/23/2018,Crescent / de Maisonneuve,
5:59:04 PM,,
Start: 09/23/2018,Mackay / de Maisonneuve,3 min 5 s
5:28:00 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,9/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/23/2018,Chomedey / de Maisonneuve,
5:31:05 PM,,
Start: 09/23/2018,Milton / University,5 min 43 s
12:58:58 PM,,
End: 09/23/2018,Crescent / de Maisonneuve,
1:04:41 PM,,
Start: 09/22/2018,Rivard / Rachel,15 min 50 s
10:35:35 PM,,
End: 09/22/2018,Crescent / de Maisonneuve,
10:51:25 PM,,
Start: 09/22/2018,Crescent / de Maisonneuve,22 min 23 s
6:38:28 PM,,
End: 09/22/2018,Rivard / Rachel,
7:00:51 PM,,
Start: 09/22/2018,de Bleury / Mayor,6 min 39 s
5:53:22 PM,,
End: 09/22/2018,Crescent / de Maisonneuve,
6:00:01 PM,,
Start: 09/22/2018,Crescent / de Maisonneuve,12 min 56 s
3:24:54 PM,,
End: 09/22/2018,Ste-Catherine / Clark,
3:37:50 PM,,
Start: 09/21/2018,Hutchison / Edouard Charles,19 min 17 s
11:12:04 PM,,
End: 09/21/2018,Crescent / de Maisonneuve,
11:31:21 PM,,
Start: 09/21/2018,Milton / University,15 min 8 s
6:53:12 PM,,
End: 09/21/2018,de l'Esplanade / Laurier,
7:08:20 PM,,
Start: 09/21/2018,Crescent / de Maisonneuve,4 min 7 s
5:00:52 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,10/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/21/2018,Mans eld / Sherbrooke,
5:04:59 PM,,
Start: 09/21/2018,Aylmer / Prince-Arthur,-
4:15:06 PM,,
End: -,,
Start: 09/20/2018,Clark / Prince-Arthur,4 min 29 s
9:57:25 PM,,
End: 09/20/2018,Milton / University,
10:01:54 PM,,
Start: 09/19/2018,Mans eld / Sherbrooke,3 min 55 s
5:24:40 PM,,
End: 09/19/2018,Mackay / de Maisonneuve,
5:28:35 PM,,
Start: 09/18/2018,McTavish / Sherbrooke,2 min 43 s
7:10:28 PM,,
End: 09/18/2018,Crescent / de Maisonneuve,
7:13:11 PM,,
Start: 09/17/2018,University / des Pins,6 min 49 s
9:39:15 PM,,
End: 09/17/2018,Crescent / de Maisonneuve,
9:46:04 PM,,
Start: 09/17/2018,Mackay / de Maisonneuve,10 min 9 s
8:39:09 PM,,
End: 09/17/2018,Milton / du Parc,
8:49:18 PM,,
Start: 09/17/2018,Crescent / de Maisonneuve,8 min 58 s
1:05:15 PM,,
End: 09/17/2018,Milton / University,
1:14:13 PM,,
Start: 09/17/2018,Milton / University,6 min 17 s
11:51:44 AM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,11/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/17/2018,Crescent / de Maisonneuve,
11:58:01 AM,,
Start: 09/16/2018,Milton / University,5 min 44 s
8:37:13 PM,,
End: 09/16/2018,Mackay / de Maisonneuve,
8:42:57 PM,,
Start: 09/16/2018,Casgrain / St-Viateur,16 min 20 s
6:29:36 PM,,
End: 09/16/2018,Milton / University,
6:45:56 PM,,
Start: 09/16/2018,Stanley / du Docteur-Pen eld,22 min 43 s
4:38:06 PM,,
End: 09/16/2018,Casgrain / St-Viateur,
5:00:49 PM,,
Start: 09/16/2018,de Mentana / Laurier,20 min 57 s
12:50:47 AM,,
End: 09/16/2018,Crescent / de Maisonneuve,
1:11:44 AM,,
Start: 09/15/2018,Milton / du Parc,23 min 0 s
6:40:22 PM,,
End: 09/15/2018,de Mentana / Laurier,
7:03:22 PM,,
Start: 09/15/2018,Milton / University,1 min 58 s
6:23:41 PM,,
End: 09/15/2018,Milton / du Parc,
6:25:39 PM,,
Start: 09/14/2018,St-André / Laurier,13 min 36 s
11:42:19 PM,,
End: 09/14/2018,St-Dominique / Jean-Talon,
11:55:55 PM,,
Start: 09/14/2018,Hutchison / Edouard Charles,6 min 23 s
11:21:11 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,12/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/14/2018,St-André / Laurier,
11:27:34 PM,,
Start: 09/14/2018,de l'Esplanade / Duluth,14 min 26 s
8:35:30 PM,,
End: 09/14/2018,Hutchison / Edouard Charles,
8:49:56 PM,,
Start: 09/14/2018,St-Marc / Sherbrooke,12 min 25 s
8:21:03 PM,,
End: 09/14/2018,de l'Esplanade / Duluth,
8:33:28 PM,,
Start: 09/14/2018,de l'Esplanade / Duluth,16 min 50 s
6:46:49 PM,,
End: 09/14/2018,St-Mathieu / Sherbrooke,
7:03:39 PM,,
Start: 09/13/2018,Mans eld / Sherbrooke,4 min 6 s
9:02:44 PM,,
End: 09/13/2018,Mackay / de Maisonneuve,
9:06:50 PM,,
Start: 09/12/2018,Milton / du Parc,6 min 56 s
10:30:42 PM,,
End: 09/12/2018,Crescent / de Maisonneuve,
10:37:38 PM,,
Start: 09/12/2018,Milton / University,3 min 31 s
10:10:12 PM,,
End: 09/12/2018,Milton / du Parc,
10:13:43 PM,,
Start: 09/12/2018,Mackay / de Maisonneuve,5 min 51 s
8:31:14 PM,,
End: 09/12/2018,McTavish / Sherbrooke,
8:37:05 PM,,
Start: 09/12/2018,Cypress / Peel,3 min 38 s
6:23:56 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,13/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/12/2018,McTavish / Sherbrooke,
6:27:34 PM,,
Start: 09/12/2018,Clark / Prince-Arthur,10 min 31 s
2:29:04 AM,,
End: 09/12/2018,Crescent / de Maisonneuve,
2:39:35 AM,,
Start: 09/11/2018,Milton / University,5 min 20 s
10:59:53 PM,,
End: 09/11/2018,Clark / Prince-Arthur,
11:05:13 PM,,
Start: 09/11/2018,Aylmer / Prince-Arthur,6 min 28 s
6:31:45 PM,,
End: 09/11/2018,Crescent / de Maisonneuve,
6:38:13 PM,,
Start: 09/11/2018,Milton / University,2 min 39 s
4:48:30 PM,,
End: 09/11/2018,University / Prince-Arthur,
4:51:09 PM,,
Start: 09/10/2018,Milton / du Parc,1 min 37 s
5:02:06 PM,,
End: 09/10/2018,Milton / University,
5:03:43 PM,,
Start: 09/10/2018,Milton / University,1 min 54 s
4:20:23 PM,,
End: 09/10/2018,Milton / du Parc,
4:22:17 PM,,
Start: 09/08/2018,Milton / du Parc,7 min 2 s
9:56:35 PM,,
End: 09/08/2018,Crescent / de Maisonneuve,
10:03:37 PM,,
Start: 09/08/2018,Milton / University,2 min 12 s
9:36:34 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,14/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 09/08/2018,Milton / du Parc,
9:38:46 PM,,
Start: 09/07/2018,Cypress / Peel,12 min 6 s
11:48:58 PM,,
End: 09/08/2018,Ste-Catherine / Clark,
12:01:04 AM,,
Start: 09/07/2018,Métro Peel (de Maisonneuve / Stanley),2 min 9 s
7:41:58 PM,,
End: 09/07/2018,Mackay / de Maisonneuve,
7:44:07 PM,,
Start: 09/06/2018,Mans eld / Sherbrooke,3 min 27 s
5:03:52 PM,,
End: 09/06/2018,Crescent / de Maisonneuve,
5:07:19 PM,,
Start: 09/05/2018,McTavish / Sherbrooke,3 min 14 s
8:54:54 PM,,
End: 09/05/2018,Crescent / de Maisonneuve,
8:58:08 PM,,
Start: 09/04/2018,McTavish / Sherbrooke,3 min 3 s
11:43:11 PM,,
End: 09/04/2018,Crescent / de Maisonneuve,
11:46:14 PM,,
Start: 09/04/2018,Crescent / de Maisonneuve,2 min 49 s
11:22:09 PM,,
End: 09/04/2018,McTavish / Sherbrooke,
11:24:58 PM,,
Start: 09/04/2018,Milton / University,2 min 18 s
12:34:56 PM,,
End: 09/04/2018,Milton / du Parc,
12:37:14 PM,,
Start: 08/31/2018,du President-Kennedy / Robert Bourassa,10 min 53 s
7:15:25 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,15/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/31/2018,Métro Atwater (Atwater / Ste-Catherine),
7:26:18 PM,,
Start: 08/31/2018,Milton / University,20 min 3 s
5:54:32 PM,,
End: 08/31/2018,Milton / University,
6:14:35 PM,,
Start: 08/31/2018,Duluth / St-Laurent,12 min 30 s
12:31:27 AM,,
End: 08/31/2018,Crescent / de Maisonneuve,
12:43:57 AM,,
Start: 08/30/2018,Stanley / du Docteur-Pen eld,10 min 37 s
7:20:12 PM,,
End: 08/30/2018,Duluth / St-Laurent,
7:30:49 PM,,
Start: 08/28/2018,Milton / du Parc,6 min 52 s
7:17:13 PM,,
End: 08/28/2018,de la Montagne / Sherbrooke,
7:24:05 PM,,
Start: 08/27/2018,Milton / University,5 min 33 s
11:32:35 PM,,
End: 08/27/2018,Crescent / de Maisonneuve,
11:38:08 PM,,
Start: 08/27/2018,Milton / University,8 min 1 s
7:10:47 PM,,
End: 08/27/2018,Clark / Prince-Arthur,
7:18:48 PM,,
Start: 08/26/2018,St-Dominique / René-Lévesque,-
3:38:46 PM,,
End: -,,
Start: 08/25/2018,de la Montagne / Sherbrooke,11 min 32 s
3:02:12 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,16/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/25/2018,St-Dominique / René-Lévesque,
3:13:44 PM,,
Start: 08/24/2018,Milton / University,6 min 55 s
6:43:55 PM,,
End: 08/24/2018,Mackay / de Maisonneuve,
6:50:50 PM,,
Start: 08/24/2018,de la Montagne / Sherbrooke,2 min 43 s
12:54:33 PM,,
End: 08/24/2018,Mans eld / Sherbrooke,
12:57:16 PM,,
Start: 08/23/2018,Milton / du Parc,2 min 22 s
7:54:35 PM,,
End: 08/23/2018,Milton / University,
7:56:57 PM,,
Start: 08/23/2018,du President-Kennedy / Robert Bourassa,2 min 41 s
7:30:28 PM,,
End: 08/23/2018,Milton / du Parc,
7:33:09 PM,,
Start: 08/23/2018,de la Montagne / Sherbrooke,5 min 49 s
12:24:16 PM,,
End: 08/23/2018,du President-Kennedy / Robert Bourassa,
12:30:05 PM,,
Start: 08/21/2018,Duluth / St-Laurent,9 min 11 s
11:23:31 PM,,
End: 08/21/2018,de la Montagne / Sherbrooke,
11:32:42 PM,,
Start: 08/21/2018,de la Montagne / Sherbrooke,13 min 3 s
7:58:54 PM,,
End: 08/21/2018,Duluth / St-Laurent,
8:11:57 PM,,
Start: 08/21/2018,Milton / du Parc,6 min 56 s
1:47:09 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,17/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/21/2018,de la Montagne / Sherbrooke,
1:54:05 PM,,
Start: 08/21/2018,Milton / University,2 min 14 s
1:29:05 PM,,
End: 08/21/2018,Milton / du Parc,
1:31:19 PM,,
Start: 08/21/2018,Guilbault / Clark,5 min 44 s
11:53:18 AM,,
End: 08/21/2018,Milton / University,
11:59:02 AM,,
Start: 08/21/2018,de la Montagne / Sherbrooke,13 min 14 s
9:06:48 AM,,
End: 08/21/2018,de l'Hôtel-de-Ville / Ste-Catherine,
9:20:02 AM,,
Start: 08/20/2018,Mans eld / Sherbrooke,1 min 56 s
6:24:56 PM,,
End: 08/20/2018,de la Montagne / Sherbrooke,
6:26:52 PM,,
Start: 08/20/2018,de la Montagne / Sherbrooke,7 min 5 s
10:12:46 AM,,
End: 08/20/2018,du President-Kennedy / Robert Bourassa,
10:19:51 AM,,
Start: 08/18/2018,Guilbault / Clark,10 min 30 s
11:45:35 PM,,
End: 08/18/2018,de la Montagne / Sherbrooke,
11:56:05 PM,,
Start: 08/18/2018,Ste-Catherine / Clark,12 min 57 s
11:04:29 PM,,
End: 08/18/2018,Duluth / St-Laurent,
11:17:26 PM,,
Start: 08/18/2018,de la Commune / St-Sulpice,17 min 35 s
9:04:44 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,18/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/18/2018,St-Dominique / René-Lévesque,
9:22:19 PM,,
Start: 08/18/2018,de la Montagne / Sherbrooke,14 min 0 s
12:39:29 PM,,
End: 08/18/2018,Duluth / St-Laurent,
12:53:29 PM,,
Start: 08/17/2018,du President-Kennedy / Robert Bourassa,5 min 25 s
7:09:26 PM,,
End: 08/17/2018,Mackay / de Maisonneuve,
7:14:51 PM,,
Start: 08/17/2018,de la Montagne / Sherbrooke,3 min 52 s
12:22:08 PM,,
End: 08/17/2018,Mans eld / Sherbrooke,
12:26:00 PM,,
Start: 08/16/2018,Milton / University,13 min 57 s
8:15:55 PM,,
End: 08/16/2018,Duluth / St-Laurent,
8:29:52 PM,,
Start: 08/15/2018,Milton / du Parc,8 min 41 s
7:09:05 PM,,
End: 08/15/2018,de la Montagne / Sherbrooke,
7:17:46 PM,,
Start: 08/15/2018,Milton / University,2 min 17 s
6:51:29 PM,,
End: 08/15/2018,Milton / du Parc,
6:53:46 PM,,
Start: 08/15/2018,de la Montagne / Sherbrooke,2 min 56 s
12:26:05 PM,,
End: 08/15/2018,Mans eld / Sherbrooke,
12:29:01 PM,,
Start: 08/14/2018,de Maisonneuve / Robert-Bourassa,5 min 3 s
6:44:54 PM,,
https://secure.bixi.com/profile/trips/NE4F37P5-1/print/preview?edTripsPrint%5BstartDate%5D=15/04/2018&edTripsPrint%5BendDate%5D=15/11/2018,,19/39
11/17/2018,BIXI Montreal | Export trips,
Trip information,,Duration
End: 08/14/2018,Crescent / de Maisonneuve,
6:49:57 PM,,
Start: 08/14/2018,de la Montagne / Sherbrooke,3 min 53 s
1:24:05 PM,,
End: 08/14/2018,Mans eld / Sherbrooke,
1:27:58 PM,,
Start: 08/14/2018,de Maisonneuve / Greene,7 min 52 s
11:02:28 AM,,
End: 08/14/2018,Crescent / de Maisonneuve,
11:10:20 AM,,
Start: 08/14/2018,de la Montagne / Sherbrooke,9 min 21 s
8:50:07 AM,,
